Time (s);Identifier;Duration
31.875000;33025;0.000000
31.906250;33024;0.000000
69.187500;33025;0.000000
69.218750;33024;0.000000
110.625000;33025;0.000000
110.656250;33024;0.000000
149.562500;33025;0.000000
149.593750;33024;0.000000
188.000000;33025;0.000000
188.031250;33024;0.000000
