Time (s);FP1;F3;Fz;F4;T3;C3;Cz;C4;Sampling Rate
0.949219;-2.481014;-4.148833;-3.576664;-2.228698;-7.472766;1.521060;-2.994863;-0.145673;
0.953125;-8.137489;-9.353933;-8.637084;-7.490847;-9.353825;-4.272770;-7.457897;-6.322689;
0.957031;-3.028423;-2.580386;-1.844693;-1.051264;-1.495488;-0.485703;-1.606131;-2.246536;
0.960938;2.585537;3.104565;4.060002;3.898444;2.686015;3.910667;3.789376;2.441133;
0.964844;0.090902;0.277269;1.205462;0.006921;-2.146954;0.270865;0.858372;-0.718161;
0.968750;-9.321137;-10.655646;-8.696309;-10.882129;-10.045273;-10.229979;-8.491031;-10.278152;
0.972656;-4.153109;-6.205693;-3.316023;-5.152081;-3.826698;-6.745724;-4.688785;-6.046171;
0.976563;9.543717;7.449883;10.040723;10.009638;8.473055;5.835598;6.708273;6.978629;
0.980469;9.334659;6.398798;8.344970;9.514602;8.008825;6.894669;6.099212;8.275065;
0.984375;0.967402;-1.741863;-0.830186;1.066614;-0.176240;1.823739;-0.793348;1.950669;
0.988281;-5.087777;-7.536342;-6.905478;-4.929338;-5.980371;-0.803360;-5.098558;-3.354283;
0.992188;-1.111327;-2.124466;-0.860092;-0.205236;-0.662724;3.471053;-0.394439;-0.522038;
0.996094;2.870838;3.746969;5.489072;4.596217;4.381979;5.676190;3.848353;2.399567;
1.000000;-4.329371;-4.191387;-2.447842;-4.047814;-3.893473;-2.160291;-2.514627;-4.130972;
1.003906;-9.152632;-9.550543;-8.498656;-9.565493;-10.531113;-7.164371;-6.660595;-8.253409;
1.007813;-8.127377;-7.764606;-7.242947;-7.421779;-9.596539;-6.198414;-5.658426;-6.912904;
1.011719;-1.635621;0.726794;0.279078;0.504782;-3.899636;0.074881;0.545129;-0.661011;
1.015625;4.191295;7.590591;6.195714;6.113348;1.514881;5.098593;7.161397;4.341493;
1.019531;-2.333111;-1.541363;-1.781202;-3.043125;-0.178811;-1.872845;1.780025;-2.030679;
1.023438;-8.392774;-9.053437;-8.147812;-9.366175;-0.645478;-8.048757;-5.607938;-7.195637;
1.027344;-5.943520;-5.881651;-5.218719;-4.985864;1.399162;-5.520327;-5.998963;-4.336945;
1.031250;0.564195;1.141598;1.470404;2.201083;3.306172;0.845447;-1.239376;1.363574;
1.035156;0.481937;0.528451;1.037427;1.420714;1.253013;1.197523;-1.230475;0.661959;
1.039063;-11.886315;-13.944383;-12.650035;-12.745184;-9.528755;-9.955552;-12.348643;-10.883198;
1.042969;-14.164126;-16.158684;-14.523976;-14.718427;-13.357098;-13.391838;-13.894231;-13.367270;
1.046875;-3.457124;-4.318174;-2.148337;-2.321264;-5.706549;-4.967112;-2.894807;-4.043046;
1.050781;2.406878;1.056072;4.283051;3.247207;2.039023;0.883372;3.170259;1.218448;
1.054688;-0.367835;-2.146224;0.872198;-0.752720;2.368917;-0.845559;0.120448;-1.465026;
1.058594;-7.170159;-9.537853;-7.645356;-8.585451;-4.846552;-7.053464;-6.917819;-7.908368;
1.062500;-3.657515;-4.540529;-3.965199;-3.740343;-3.009227;-3.462887;-3.393965;-4.469618;
1.066406;3.586854;5.133965;5.095687;5.381710;3.946567;4.209581;4.572776;2.851317;
1.070313;-0.222931;0.625363;1.472137;0.220052;-0.663666;0.655717;1.408818;-0.555530;
